Unnamed: 0,id,author,published_at,updated_at,like_count,sentiment_score,text,labeled_status,unique_tokens,token_count,compound_score,positive_score,negative_score,neutral_score
180,180,amakae1978,2022-01-15,2022-01-15,0,0.52219397,"hi thoufiq, great job you're doing absolutely love this it'd like to know if you've worked on getting all the channel ids of youtubers based on their location or country idea all channel ids in a country also while working on this project i got errors trying to access the video ids using the playlet ids and i have been unable to go passed that any idea on what the issue might be thanks for your educative content kind regards",pos,"['idea', 'regards', 'ids', 'great', 'errors', 'thanks', 'getting', 'issue', 'country', 'project', 'using', 'unable', 'based', 'love', 'trying', 'like', 'playlet', 'access', 'youtubers', 'educative', 'channel', 'worked', 'absolutely', 'got', 'job', 'also', 'content', 'passed', 'thoufiq', 'video', 'might', 'location', 'kind', 'know', 'go', 'working', 'hi']",37,0.9432,0.192,0.026,0.782
181,181,riteshsharma3627,2021-12-25,2021-12-25,1,0.046373047,"hey taufiq, how to prepare/ask these questions while practicing sol with datasets? elaborate in detail in upcoming videos",neutral,"['hey', 'sol', 'questions', 'detail', 'upcoming', 'practicing', 'taufiq', 'datasets', 'elaborate', 'videos']",10,0.0,0.0,0.0,1.0
182,182,190HITMAN,2021-12-23,2021-12-23,4,0.9815119,"hi thoufiq, excellent video absolutely loved it please keep creating many more project videos can you make a short video on how to visualize data using python as dynamic radar charts",pos,"['please', 'dynamic', 'keep', 'videos', 'project', 'using', 'loved', 'make', 'absolutely', 'creating', 'data', 'charts', 'thoufiq', 'excellent', 'video', 'many', 'visualize', 'python', 'radar', 'short', 'hi']",21,0.9355,0.379,0.0,0.621
183,183,blueresolve2954,2021-12-22,2021-12-22,1,0.4011555,nice is this achievable with re,neutral,"['achievable', 'nice']",2,0.6249,0.56,0.0,0.44
184,184,dakshbhatnagar,2021-12-18,2021-12-18,3,0.8856316,thanks brother this was a bit intricate for me as i have just started out learning python for data analysis but the tricks you have used are new and i am eager to learn and use them and create a new project based off of this information don't worry keep at it you will be bigger than ken see one day just stay consistent,pos,"['eager', 'bit', 'worry', 'day', 'thanks', 'keep', 'see', 'project', 'based', 'ken', 'started', 'analysis', 'bigger', 'information', 'used', 'create', 'consistent', 'stay', 'new', 'tricks', 'data', 'use', 'learning', 'one', 'learn', 'brother', 'python', 'intricate']",28,0.8594,0.18,0.026,0.794
185,185,haneeshabestha5092,2021-12-16,2021-12-16,0,-0.8475005,"hi sir am working on up project rat nw,but unable to execute the codes properly,either we are getting an error or we are not getting output . can you plus help us sir",neg,"['project', 'unable', 'codes', 'properly', 'help', 'either', 'us', 'nw', 'output', 'working', 'sir', 'plus', 'getting', 'rat', 'execute', 'hi', 'error']",17,0.0,0.076,0.076,0.847
186,186,srvos,2021-11-23,2021-11-23,2,-0.12385577,"hi thoufiq, great tutorial just getting started here with python one quick question i don't see the yt-env in my juster notebook but did start juster from the yt-env in my terminal any idea on where this went wrong kind regards stepson",neutral,"['idea', 'regards', 'great', 'start', 'notebook', 'getting', 'see', 'went', 'started', 'wrong', 'juster', 'terminal', 'question', 'quick', 'thoufiq', 'one', 'tutorial', 'kind', 'stepson', 'python', 'hi']",21,0.4588,0.145,0.084,0.771
187,187,laurak5196,2021-11-17,2021-11-17,11,0.9883739,"hi thoufiq, this is very impressive ism watching this purely out of curiosity be have not started my python class yet however i would love to see sol project ideas maybe for data cleaning anchor analysis thanks as always for your clear explanations and guidance also very glad to see you're closing in on 15k, friend congratulations in advance",pos,"['explanations', '15k', 'thanks', 'see', 'yet', 'sol', 'project', 'cleaning', 'advance', 'started', 'always', 'glad', 'love', 'analysis', 'curiosity', 'clear', 'guidance', 'however', 'closing', 'class', 'friend', 'purely', 'data', 'also', 'ism', 'congratulations', 'watching', 'anchor', 'impressive', 'thoufiq', 'ideas', 'python', 'maybe', 'hi', 'would']",35,0.9741,0.317,0.0,0.683
188,188,shivsharma9153,2021-11-12,2021-11-12,1,-0.060704038,amazinnnggggg,neutral,['amazinnnggggg'],1,0.0,0.0,0.0,1.0
189,189,venkatesanvenki3721,2021-11-05,2021-11-05,0,-0.038778774,hi brow i need presto quarry to retried yesterday date end select * from table name where date_name yesterday please help,neutral,"['need', 'select', 'table', 'please', 'help', 'date', 'yesterday', 'presto', 'name', 'retried', 'brow', 'end', 'quarry', 'hi']",14,0.6124,0.227,0.0,0.773
191,191,varalakshmidanda2684,2021-10-19,2021-10-19,1,0.97605747,excellent work and great explanation sir waiting for more of challenging videos,pos,"['work', 'explanation', 'challenging', 'great', 'waiting', 'sir', 'excellent', 'videos']",8,0.8651,0.518,0.0,0.482
192,192,Anonymous-le2zr,2021-10-17,2021-10-17,2,0.9874941,"one of the best analysis video i have seen so faramazing content , expecting videos on some more projects appreciate your hard work i",pos,"['one', 'work', 'projects', 'best', 'analysis', 'content', 'appreciate', 'faramazing', 'expecting', 'hard', 'seen', 'videos', 'video']",13,0.7769,0.27,0.053,0.677
193,193,adrianafressato8489,2021-10-15,2021-10-15,1,0.8793874,great class,pos,"['great', 'class']",2,0.6249,0.804,0.0,0.196
194,194,LP-ig8tg,2021-10-14,2021-10-14,0,0.24583004,if possible deployment at repositories also be preferred,neutral,"['repositories', 'preferred', 'possible', 'also', 'deployment']",5,0.0,0.0,0.0,1.0
195,195,LP-ig8tg,2021-10-14,2021-10-14,0,0.92089903,great tutorial thanks brow also would highly appreciate if you can make similar video on how to grab each viewers data i have been looking for extracting periodical data of viewership subscribers comments likes & dislikes et of each user so as to export it to the googly sheet for rendering the process further any other references or sources to this subject referred shall be highly appreciated,pos,"['similar', 'sources', 'et', 'dislikes', 'great', 'referred', 'highly', 'thanks', 'googly', 'rendering', 'appreciated', 'viewership', 'user', 'subject', 'extracting', 'shall', 'make', 'viewers', 'grab', 'likes', 'periodical', 'also', 'data', 'subscribers', 'sheet', 'brow', 'process', 'comments', 'references', 'video', 'tutorial', 'looking', 'export', 'appreciate', 'would']",35,0.9285,0.21,0.035,0.756
196,196,venugopal-nc3nz,2021-10-14,2021-10-14,2,0.007377945,can we able to find subscriber name of different couture channel,neutral,"['different', 'name', 'able', 'couture', 'subscriber', 'channel', 'find']",7,0.0,0.0,0.0,1.0
197,197,lordmelbury7174,2021-10-14,2021-10-14,2,-0.4084745,man don't show your ape key,neutral,"['man', 'key', 'ape', 'show']",4,0.0,0.0,0.0,1.0
198,198,kancherlavenumadhav9360,2021-10-14,2021-10-14,3,0.94287854,really interested in this stuff and fabulous explanation ...also please do videos on data science how to begin from scratch ......,pos,"['explanation', 'please', 'scratch', 'also', 'interested', 'data', 'really', 'begin', 'stuff', 'fabulous', 'science', 'videos']",12,0.8268,0.326,0.0,0.674
199,199,saurabhgupta-yi3mq,2021-10-13,2021-10-13,1,-0.7619637,"hello , i tried to learn from your video , but i m not able to get the result",neg,"['result', 'learn', 'get', 'able', 'tried', 'hello', 'video']",7,0.0,0.0,0.0,1.0
200,200,kamalverma6064,2021-10-13,2021-10-13,2,0.9755831,you are so brilliant,pos,['brilliant'],1,0.7065,0.619,0.0,0.381
201,201,fathimafarahna2633,2021-10-13,2021-10-13,3,0.8458732,fab as always... concise and on fleet keep up,pos,"['concise', 'fab', 'always', 'fleet', 'keep']",5,0.4588,0.273,0.0,0.727
202,202,mohammedshahil4898,2021-10-13,2021-10-13,1,0.919595,was waiting for thisthanks a lot brother for this very helpful video way to go,pos,"['lot', 'way', 'go', 'waiting', 'brother', 'helpful', 'thisthanks', 'video']",8,0.4754,0.192,0.0,0.808
203,203,sultankhatri7230,2021-10-13,2021-10-13,6,0.97838336,thanks a lot for this video!!! bow liked and of already subscribed.please upload more videos of projects,pos,"['bow', 'already', 'videos', 'projects', 'lot', 'upload', 'thanks', 'liked', 'video']",9,0.7633,0.32,0.0,0.68
204,204,mianawais99,2024-06-29,2024-06-29,0,0.9375897,best ever detailed and well explained video on db normalization,pos,"['db', 'best', 'well', 'normalization', 'detailed', 'ever', 'explained', 'video']",8,0.743,0.441,0.0,0.559
205,205,manohar9300,2024-06-26,2024-06-26,0,-0.9274912,what's the use of stratascratch when it's not showing output ? how to know it's cut output ? very bad,neg,"['showing', 'cut', 'know', 'bad', 'output', 'use', 'stratascratch']",7,-0.7394,0.0,0.281,0.719
206,206,konikiajaybabuchinu867,2024-06-24,2024-06-24,0,0.9817642,its very useful to us and wonderful explanation thank you sir,pos,"['thank', 'explanation', 'wonderful', 'useful', 'sir', 'us']",6,0.8553,0.54,0.0,0.46
207,207,ramprasadsomaraju3889,2024-06-23,2024-06-23,0,0.98245883,you are the best,pos,['best'],1,0.6369,0.583,0.0,0.417
208,208,user-xu2le9dq1c,2024-06-22,2024-06-22,0,0.012102678,mama aga such we,neutral,"['mama', 'aga']",2,0.0,0.0,0.0,1.0
209,209,taymoorrathore8446,2024-06-20,2024-06-20,0,-0.05759434,can you please explain how to normalize for is normal stage checking if there are any double entries in a table with 1000s of rows and is of columns,neutral,"['normalize', 'table', 'rows', 'please', 'entries', 'stage', '1000s', 'columns', 'explain', 'normal', 'checking', 'double']",12,0.3182,0.078,0.0,0.922
210,210,shekharbhise9295,2024-06-18,2024-06-18,0,0.9720278,excellentloved it,pos,['excellentloved'],1,0.0,0.0,0.0,1.0
211,211,-TechLearning,2024-06-17,2024-06-17,0,0.9820466,it was really amazing the way you explain the concept is simply awesome i request you to please make video on same concept with a dataset in sol and how we need to do in sol with different queries,pos,"['sol', 'need', 'different', 'please', 'way', 'make', 'amazing', 'really', 'concept', 'awesome', 'request', 'dataset', 'explain', 'queries', 'simply', 'video']",16,0.8883,0.236,0.0,0.764
212,212,USA_to_Asia_in_2024,2024-06-16,2024-06-16,0,0.9898317,thank you so much for this video.remarkable!,pos,"['thank', 'much']",2,0.4199,0.318,0.0,0.682
213,213,okpeamaka5279,2024-06-15,2024-06-15,0,0.0886677,please do you mind sharing the dataset you used for this so we can follow along with you,neutral,"['sharing', 'please', 'along', 'dataset', 'mind', 'used', 'follow']",7,0.6249,0.242,0.0,0.758
214,214,sammail96,2024-06-14,2024-06-14,0,0.0138153955,can you share sheet,neutral,"['share', 'sheet']",2,0.296,0.423,0.0,0.577
215,215,jameskelly3574,2024-06-11,2024-06-11,0,0.9625797,"just ""wow"". i have been struggling to understand normalization for my db class you used a great visual example and i love how you copied the table from 1 form to the next so we could see the process building upon itself as we get to the higher levels of normalization you just earned a sub and like thanks so much",pos,"['understand', 'table', '1', 'example', 'great', 'upon', 'next', 'thanks', 'copied', 'see', 'building', 'love', 'form', 'visual', 'like', 'could', 'used', 'normalization', 'class', 'db', 'wow', 'struggling', 'process', 'sub', 'much', 'earned', 'get', 'higher', 'levels']",29,0.8979,0.203,0.041,0.756
216,216,pranajpatil903,2024-06-10,2024-06-10,0,0.9699135,i have learned sol from different platforms but never understood this concept but for the first time i felt it was so easy thankyou so much sir for such great videos,pos,"['sol', 'different', 'thankyou', 'time', 'great', 'felt', 'concept', 'first', 'easy', 'platforms', 'sir', 'never', 'much', 'videos', 'understood', 'learned']",16,0.9146,0.285,0.0,0.715
217,217,fitnessholicmallu3588,2024-06-09,2024-06-09,0,0.970864,thank your sir for this valuable content,pos,"['content', 'thank', 'sir', 'valuable']",4,0.729,0.551,0.0,0.449
218,218,vickysreeramadas6386,2024-06-03,2024-06-03,0,0.8562954,sir an awesome explanation just like one video whole concept of normalization cleared,pos,"['one', 'explanation', 'whole', 'normalization', 'concept', 'awesome', 'like', 'sir', 'cleared', 'video']",10,0.7906,0.444,0.0,0.556
219,219,bharath8017,2024-05-31,2024-05-31,0,0.8161417,"too good sir,been searching in various other channels for this content but i could not understand anything,but your content and explanation was too good that i can understand by just a single watch",pos,"['understand', 'explanation', 'watch', 'searching', 'could', 'good', 'content', 'sir', 'anything', 'single', 'channels', 'various']",12,0.7003,0.172,0.0,0.828
220,220,endalekinfe3391,2024-05-29,2024-05-29,0,0.9838154,that is wonderful explanation thank you so much sir,pos,"['thank', 'explanation', 'wonderful', 'sir', 'much']",5,0.7351,0.47,0.0,0.53
221,221,shravyatharapatti,2024-05-29,2024-05-29,0,0.7896362,"best way of explaining nf's,first time i understood the concepts clearly",pos,"['time', 'way', 'nf', 'best', 'clearly', 'first', 'explaining', 'concepts', 'understood']",9,0.7845,0.463,0.0,0.537
222,222,vijaygupta7066,2024-05-28,2024-05-28,0,0.2951185,till now i read many post articles but unable to understand but from your video i got proper understanding on couture you and admit banal content are like breaking hard problems and explaining in simple manner,neutral,"['understand', 'till', 'articles', 'couture', 'proper', 'breaking', 'hard', 'unable', 'manner', 'like', 'banal', 'got', 'post', 'content', 'understanding', 'read', 'video', 'many', 'problems', 'explaining', 'simple', 'admit']",22,0.0772,0.134,0.127,0.739
223,223,mohankrishna6042,2024-05-16,2024-05-16,0,0.77043796,good explanation sir,pos,"['sir', 'explanation', 'good']",3,0.4404,0.592,0.0,0.408
224,224,parthibangopi8393,2024-05-15,2024-05-15,0,0.3248194,i was very confused in this concept and have seen many videos and no one explained the way you explained you are awesome expecting more videos related to sell thank you,neutral,"['one', 'related', 'many', 'thank', 'sell', 'confused', 'way', 'concept', 'awesome', 'explained', 'expecting', 'seen', 'videos']",13,0.4228,0.177,0.128,0.695
225,225,sandeeppetkar7586,2024-05-13,2024-05-13,0,0.8617298,"its one of the best video to understand the concept of normalization just had one doubt instead of relationships table can we place product_code, customer_id in orders table as foreign key",pos,"['one', 'understand', 'table', 'orders', 'place', 'best', 'normalization', 'concept', 'key', 'foreign', 'doubt', 'relationships', 'instead', 'video']",14,0.4019,0.118,0.07,0.812
226,226,hecksonchamutanga1990,2024-05-10,2024-05-10,0,0.95335263,thanks a lot for making me understand,pos,"['understand', 'making', 'thanks', 'lot']",4,0.4404,0.367,0.0,0.633
227,227,VaishnaviShinde-hh8sg,2024-05-09,2024-05-09,0,0.98091424,you are the best teacher.your all sol videos are best for learning your explanation throughout the videos is mindblowing. please make more videos on sol,pos,"['sol', 'explanation', 'please', 'throughout', 'mindblowing', 'best', 'make', 'learning', 'videos']",9,0.8934,0.327,0.0,0.673
228,228,minithyagraj6692,2024-05-06,2024-05-06,0,0.8626981,very well explained this concept couldn't be made simpler thank you,pos,"['thank', 'well', 'made', 'concept', 'explained', 'could', 'simpler']",7,0.5984,0.352,0.0,0.648
229,229,user-oy8yw8dr6b,2024-05-03,2024-05-03,0,-0.027313933,hey techtfq! can you please give the link of the dataset you used in this video,neutral,"['hey', 'please', 'give', 'link', 'dataset', 'techtfq', 'used', 'video']",8,0.3802,0.147,0.0,0.853
230,230,travelnlearn,2024-05-03,2024-05-03,0,0.964192,amazing video i completely got entire concept in 1 video,pos,"['1', 'got', 'entire', 'amazing', 'concept', 'completely', 'video']",7,0.5859,0.352,0.0,0.648
231,231,pavanthezen8188,2024-05-02,2024-05-02,0,0.41816157,"very nice video , could you please make a video on one to relationship and one to many relationship and many to many relationship , that topic is still hard to understand for me",neutral,"['one', 'understand', 'many', 'please', 'make', 'still', 'topic', 'nice', 'relationship', 'hard', 'could', 'video']",12,0.6115,0.155,0.04,0.805
232,232,hafizmoizmoiz6901,2024-05-01,2024-05-01,0,0.95930076,very informative tutorial all my concepts are clear now keep it up,pos,"['tutorial', 'keep', 'informative', 'clear', 'concepts']",5,0.3818,0.191,0.0,0.809
233,233,sumikgajbhiye3727,2024-04-28,2024-04-28,0,-0.11737821,"00:00 normalization is the process of designing a database effectively to avoid data redundancy.05:28 data set is denormalized, all the data is bundled together into a single file or table.10:36 the data set satisfies the first normal form.16:11 the dataset should be split into separate tables based on dependencies.21:24 normalize the database to satisfy the third normal form26:15 the data set has been normalized into third normal form.31:23 in demoralized databases insertion anomalies can occur due to data redundancy.36:14 insertion anomaly can be eliminated by using a normalized database",neutral,"['normalize', 'eliminated', 'file', 'avoid', 'due', 'normal', 'databases', 'normalized', 'separate', 'tables', 'based', 'using', 'first', 'normalization', 'database', 'data', 'anomalies', 'third', 'process', 'single', 'satisfy', 'effectively', 'anomaly', 'set', 'split', 'demoralized', 'insertion', 'together', 'bundled', 'occur', 'dataset', 'designing', 'denormalized', 'satisfies']",34,0.5994,0.092,0.051,0.857
234,234,tech_and_embo13,2024-04-23,2024-04-23,0,-0.60249364,i product table u deleted repeated buses and trucks..but is bought by different customers and there is no relationship to bring that data,neg,"['trucks', 'table', 'different', 'bring', 'u', 'deleted', 'repeated', 'data', 'buses', 'customers', 'bought', 'relationship', 'product']",13,-0.296,0.0,0.099,0.901
235,235,tech_and_embo13,2024-04-23,2024-04-23,0,-0.18785672,sir in and u created relationship table and u say that you were aware of data so we know that two orders belongs to same customer u added but in large numbers of data is it possible???,neutral,"['say', 'table', 'orders', 'aware', 'belongs', 'data', 'numbers', 'know', 'possible', 'large', 'sir', 'relationship', 'added', 'u', 'customer', 'created', 'two']",17,0.2593,0.058,0.0,0.942
236,236,Nikhilg-rs7iv,2024-04-23,2024-04-23,0,0.68531924,wasted few days watching videos from other channels completely i recommend this guys channel anything related to sol,pos,"['guys', 'related', 'sol', 'recommend', 'watching', 'wasted', 'completely', 'anything', 'channels', 'channel', 'videos', 'days']",12,-0.1045,0.133,0.152,0.715
237,237,snd1921,2024-04-21,2024-04-21,0,0.9823506,this is an awesome tutorial thank you i have a request i noticed you also mentioned learning about bank in your blog could you please explain that as well,pos,"['thank', 'bank', 'please', 'tutorial', 'also', 'could', 'well', 'noticed', 'awesome', 'request', 'learning', 'explain', 'blog', 'mentioned']",14,0.875,0.333,0.0,0.667
238,238,pulokmahato2416,2024-04-21,2024-04-21,0,0.65690917,superb explanation,pos,"['superb', 'explanation']",2,0.6249,0.804,0.0,0.196
239,239,nilanjanmandal7834,2024-04-19,2024-04-19,0,0.861379,great video sir can we get the excel sheet,pos,"['excel', 'get', 'great', 'sheet', 'sir', 'video']",6,0.7964,0.504,0.0,0.496
240,240,user-tz6ds9uj4m,2024-04-19,2024-04-19,0,0.8783598,"you simply nailed . simple and crisp it would be have been nice if you could explain bcnf, and and 5 of your explanation damn good",pos,"['explanation', 'bcnf', 'crisp', 'good', '5', 'simple', 'nice', 'explain', 'nailed', 'simply', 'could', 'damn', 'would']",13,0.4588,0.194,0.092,0.714
241,241,sominramchiary5880,2024-04-17,2024-04-17,2,0.9602474,clear and straightforward explanation all concept cleared on normalization thank you so much buddy,pos,"['straightforward', 'thank', 'explanation', 'concept', 'cleared', 'clear', 'much', 'buddy', 'normalization']",9,0.6705,0.371,0.0,0.629
242,242,ronn_mtb,2024-04-16,2024-04-16,0,0.9421838,absolutely super-helpful,pos,['absolutely'],1,0.0,0.0,0.0,1.0
243,243,moabbas5525,2024-04-12,2024-04-12,0,-0.30321255,in the relationship table the product_code is repeated and i understand why but is that allowed ?,neutral,"['table', 'understand', 'allowed', 'repeated', 'relationship']",5,0.0,0.0,0.0,1.0
244,244,Leela-Sri,2024-04-12,2024-04-12,0,0.94566435,"thankyou for this video on normalization it's very effective could you please make a video on remaining normal forms i.e., bcnf, info 5nf???",pos,"['effective', 'please', 'forms', 'bcnf', '5nf', 'remaining', 'make', 'video', 'normal', 'info', 'could', 'thankyou', 'normalization']",13,0.7378,0.238,0.0,0.762
245,245,ashwiniS-xx5td,2024-03-31,2024-03-31,0,-0.2740666,in and suppose if the data is not unique then wat to do,neutral,"['unique', 'wat', 'data', 'suppose']",4,0.0,0.0,0.0,1.0
246,246,MawandeDlomo,2024-03-29,2024-03-29,0,0.892654,simply the best,pos,"['simply', 'best']",2,0.6369,0.677,0.0,0.323
247,247,makav3li665,2024-03-26,2024-03-26,1,0.48431283,well curated and properly explained,neutral,"['well', 'properly', 'explained', 'curated']",4,0.2732,0.344,0.0,0.656
248,248,viveksingh524,2024-03-22,2024-03-22,0,0.96625435,finally today i learnt normalization in easy way thanks a lot,pos,"['today', 'finally', 'learnt', 'lot', 'way', 'easy', 'thanks', 'normalization']",8,0.7003,0.453,0.0,0.547
249,249,akashchristopher,2024-03-19,2024-03-19,0,0.987604,i love the way of your teaching crystal clear explanation thank you toufiq...,pos,"['thank', 'explanation', 'toufiq', 'love', 'way', 'crystal', 'clear', 'teaching']",8,0.8519,0.508,0.0,0.492
250,250,forheuristiclifeksh7836,2024-03-19,2024-03-19,0,0.044006795,1:00,neutral,[],0,0.0,0.0,0.0,1.0
251,251,oldskool99,2024-03-15,2024-03-15,0,-0.70597446,how is order id dependant on customer name a single customer could have multiple orders ..? this is confusing me for info also if the tables follow and and customers are in different table then why are we considering the denormalised table for info,neg,"['table', 'customer', 'tables', 'multiple', 'denormalised', 'info', 'considering', 'could', 'name', 'also', 'dependant', 'customers', 'single', 'follow', 'confusing', 'different', 'orders', 'id', 'order']",19,-0.2263,0.0,0.043,0.957
252,252,shivashankargopal1678,2024-03-15,2024-03-15,0,-0.024957595,what is name of the dataset you have downloaded from haggle or kindly share the link ?,neutral,"['downloaded', 'name', 'kindly', 'link', 'dataset', 'share', 'haggle']",7,0.6597,0.278,0.0,0.722
253,253,gowravanitha7730,2024-03-10,2024-03-10,0,0.674776,nice explanation pro tqqqq,pos,"['tqqqq', 'nice', 'explanation', 'pro']",4,0.4215,0.483,0.0,0.517
254,254,jayantsenguptarock,2024-03-03,2024-03-03,0,0.7568778,his can you attach the excel file as well bow superb teaching style,pos,"['excel', 'bow', 'style', 'attach', 'file', 'well', 'superb', 'teaching']",8,0.8481,0.479,0.0,0.521
255,255,rishabhgupta655,2024-03-03,2024-03-03,0,-0.10420451,right right right right fa off,neutral,"['right', 'fa']",2,0.0,0.0,0.0,1.0
256,256,shakthiyadav,2024-02-24,2024-02-24,0,0.7715379,"wow , thanks",pos,"['wow', 'thanks']",2,0.7717,1.0,0.0,0.0
257,257,hsudhdhud,2024-02-23,2024-02-23,1,0.9877215,definitely this is one of the best best best best video from an organization perspective,pos,"['one', 'best', 'definitely', 'perspective', 'video', 'organization']",6,0.9661,0.661,0.0,0.339
258,258,sarahliu6891,2024-02-22,2024-02-22,0,0.9801526,super clear orgy you saved me thank you so much,pos,"['thank', 'saved', 'super', 'clear', 'much', 'orgy']",6,0.8957,0.663,0.0,0.337
259,259,yegnapage7982,2024-02-19,2024-02-19,0,0.96667564,thanks for such a quality content,pos,"['content', 'quality', 'thanks']",3,0.4404,0.42,0.0,0.58
260,260,abhishekpunia606,2024-02-17,2024-02-17,0,0.90476525,"mind is officially blown thanks for simplifying normalization in dams with real-world examples you're a rockstar teacher dbmssimplified""",pos,"['examples', 'officially', 'teacher', 'simplifying', 'dams', 'rockstar', 'mind', 'thanks', 'dbmssimplified', 'blown', 'normalization']",11,0.4404,0.153,0.0,0.847
261,261,subratkumarpurohit8686,2024-02-16,2024-02-16,0,0.75546795,awesome explanation how can i download the same excel for future reference ply help,pos,"['excel', 'ply', 'explanation', 'help', 'download', 'future', 'awesome', 'reference']",8,0.8689,0.495,0.0,0.505
262,262,srinubathina7191,2024-02-15,2024-02-15,1,0.9855747,thank you so much the way of your teaching is excellent sir,pos,"['thank', 'way', 'sir', 'excellent', 'much', 'teaching']",6,0.7351,0.383,0.0,0.617
263,263,kapilchourasiya3550,2024-02-15,2024-02-15,0,0.051109575,hello sir can you please guide how to spot if the cell contains two values in a cell in 1 of in this video the data was quite small and it was visible but in large data set which function can we us to normalize as per is rule of 1 of,neutral,"['normalize', '1', 'please', 'large', 'rule', 'us', 'two', 'spot', 'small', 'contains', 'cell', 'quite', 'guide', 'visible', 'data', 'hello', 'values', 'video', 'set', 'sir', 'function', 'per']",22,0.3612,0.069,0.0,0.931
264,264,jameselechi6209,2024-02-13,2024-02-13,0,0.794832,pro burst my brain you're too good beg i sure after you a you,pos,"['brain', 'burst', 'good', 'beg', 'sure', 'pro']",6,0.6369,0.342,0.0,0.658
265,265,vutv5742,2024-02-12,2024-02-12,0,0.9641724,u r great dude,pos,"['u', 'dude', 'r', 'great']",4,0.6249,0.804,0.0,0.196
266,266,c-bo3ke,2024-02-12,2024-02-12,0,0.74423194,verrrryyy helpful 3,pos,"['verrrryyy', 'helpful', '3']",3,0.4215,0.737,0.0,0.263
267,267,sumitnaugain4700,2024-02-10,2024-02-10,0,0.9829195,wow such a great video,pos,"['wow', 'great', 'video']",3,0.836,0.798,0.0,0.202
268,268,varshagoel5315,2024-02-09,2024-02-09,1,0.9530387,my goddd!!!!! what an easy explanation of such complex subjects great work!!!,pos,"['work', 'explanation', 'great', 'complex', 'easy', 'subjects', 'goddd']",7,0.8469,0.45,0.0,0.55
269,269,aarizaziz4380,2024-02-04,2024-02-04,0,0.811227,your videos are golden brow thank you for sharing these one quick question thought in the last example when you changed your motorcycle price it was updated in the product table but in excel it was updated relative to the order table or are we trying to say that going forward motorcycles will cost 250? so only the product table will change,pos,"['table', '250', 'example', 'updated', 'videos', 'relative', 'trying', 'price', 'motorcycles', 'sharing', 'thank', 'thought', 'cost', 'golden', 'question', 'forward', 'quick', 'brow', 'change', 'going', 'product', 'one', 'motorcycle', 'excel', 'say', 'changed', 'order', 'last']",28,0.7684,0.115,0.0,0.885
270,270,belchchitura5116,2024-02-02,2024-02-02,0,0.9060029,your videos are informative,pos,"['videos', 'informative']",2,0.0,0.0,0.0,1.0
271,271,user-tl9nh2el7v,2024-01-31,2024-01-31,0,0.97394836,thank you so much for that explanation,pos,"['thank', 'much', 'explanation']",3,0.3612,0.294,0.0,0.706
272,272,saraheme1296,2024-01-26,2024-01-26,0,0.9630744,"hi thoufiq, thank you for the wonderful lecture please can you leave a link for the data used so we can followup with you",pos,"['thank', 'please', 'wonderful', 'data', 'link', 'followup', 'lecture', 'leave', 'thoufiq', 'used', 'hi']",11,0.8074,0.296,0.042,0.662
273,273,rohitkadam1982,2024-01-17,2024-01-17,0,0.005684398,how can we do if data set large in and,neutral,"['set', 'large', 'data']",3,0.0,0.0,0.0,1.0
274,274,dhanush98b11,2024-01-08,2024-01-08,0,0.9502567,toufiq brow i can say that you are the gem for teaching the sol concepts in the most understandable way ism working as plsql developer from 2 years without knowing anything about normalization thank you bhaji for very informative contents on sol .,pos,"['way', 'contents', 'understandable', 'concepts', 'sol', 'developer', 'informative', 'plsql', 'normalization', 'thank', 'gem', 'ism', 'knowing', 'brow', 'say', 'toufiq', '2', 'without', 'working', 'anything', 'bhaji', 'years', 'teaching']",23,0.3612,0.06,0.0,0.94
275,275,AparajithaSaravanakumar,2024-01-06,2024-01-06,1,-0.04185742,best normalization explanation sirthank you,neutral,"['sirthank', 'explanation', 'best', 'normalization']",4,0.6369,0.512,0.0,0.488
276,276,deepkaan,2023-12-16,2023-12-16,0,0.93211824,thanks for making this video i was searching for this type of concept finally i came across your content,pos,"['finally', 'making', 'type', 'across', 'concept', 'content', 'came', 'thanks', 'searching', 'video']",10,0.4404,0.153,0.0,0.847
277,277,hope6995,2023-12-11,2023-12-11,0,0.9810259,very good video i got the concepts cleared thanks a lot sir,pos,"['got', 'lot', 'good', 'sir', 'thanks', 'cleared', 'concepts', 'video']",8,0.7574,0.517,0.0,0.483
278,278,attilapekkaszabo-iv6tl,2023-12-08,2023-12-08,0,0.9556809,brilliant had this topic way back in unit but your explanation is 100x better great for refreshing my knowledge,pos,"['brilliant', 'explanation', 'knowledge', 'back', 'way', 'better', '100x', 'great', 'refreshing', 'topic', 'unit']",11,0.9169,0.427,0.0,0.573
279,279,pillslifestylereviews6714,2023-12-05,2023-12-05,0,0.9723199,this was so enlightening,pos,['enlightening'],1,0.6418,0.586,0.0,0.414
280,280,quintonbart8452,2023-12-05,2023-12-05,0,0.96457154,absolutely brilliant i understood the concept immediately you are an excellent trainer,pos,"['brilliant', 'absolutely', 'trainer', 'immediately', 'concept', 'excellent', 'understood']",7,0.8313,0.464,0.0,0.536
281,281,user-nw6hp5hs5i,2023-12-04,2023-12-04,0,0.18496977,i request to do some simple project in sell,neutral,"['project', 'request', 'simple', 'sell']",4,0.0,0.0,0.0,1.0
